Date,Year,Month,Close
2013-03-15 02:42:00-04:00,2013,3,9038.286572265624
2013-04-14 22:54:32.727272704-04:00,2013,4,9092.201349431818
2013-05-15 20:43:38.181818112-04:00,2013,5,9440.347700639204
2013-06-15 12:00:00-04:00,2013,6,9204.097509765625
2013-07-16 04:21:49.090909184-04:00,2013,7,9463.575861150568
2013-08-16 01:05:27.272727296-04:00,2013,8,9496.641424005682
2013-09-15 21:36:00-04:00,2013,9,9639.342041015625
2013-10-16 00:00:00-04:00,2013,10,9840.788637907608
2013-11-15 03:33:00-05:00,2013,11,10102.038134765626
2013-12-15 12:34:17.142857216-05:00,2013,12,10146.824776785714
2014-01-16 21:42:51.428571392-05:00,2014,1,10236.468563988095
2014-02-15 10:06:18.947368448-05:00,2014,2,10176.9931640625
2014-03-16 05:57:08.571428608-04:00,2014,3,10414.24232700893
2014-04-15 04:34:17.142857216-04:00,2014,4,10511.303292410714
2014-05-15 13:42:51.428571392-04:00,2014,5,10646.454799107143
2014-06-15 05:42:51.428571392-04:00,2014,6,10905.047665550595
2014-07-16 13:05:27.272727296-04:00,2014,7,10978.977228338068
2014-08-15 18:17:08.571428608-04:00,2014,8,10840.396205357143
2014-09-15 14:51:25.714285824-04:00,2014,9,10926.743722098214
2014-10-16 08:20:52.173913088-04:00,2014,10,10471.37351392663
2014-11-14 21:28:25.263158016-05:00,2014,11,10911.729029605263
2014-12-15 05:27:16.363636480-05:00,2014,12,10817.056329900568
2015-01-16 15:36:00-05:00,2015,1,10679.2490234375
2015-02-14 10:06:18.947368448-05:00,2015,2,10969.938322368422
2015-03-15 23:08:10.909090816-04:00,2015,3,10917.856312144886
2015-04-16 06:51:25.714285824-04:00,2015,4,11094.587193080357
2015-05-15 07:12:00-04:00,2015,5,11145.240087890625
2015-06-14 22:54:32.727272704-04:00,2015,6,11014.957741477272
2015-07-16 22:54:32.727272704-04:00,2015,7,10857.76278409091
2015-08-16 05:42:51.428571392-04:00,2015,8,10532.021391369048
2015-09-15 17:08:34.285714176-04:00,2015,9,9957.643787202382
2015-10-16 01:05:27.272727296-04:00,2015,10,10324.90176669034
2015-11-14 16:48:00-05:00,2015,11,10426.298095703125
2015-12-15 14:10:54.545454592-05:00,2015,12,10199.922807173296
2016-01-16 10:06:18.947368448-05:00,2016,1,9504.21525493421
2016-02-14 04:48:00-05:00,2016,2,9431.2810546875
2016-03-15 14:35:27.272727296-04:00,2016,3,10056.089089133522
2016-04-15 18:17:08.571428608-04:00,2016,4,10339.551990327382
2016-05-15 06:51:25.714285824-04:00,2016,5,10333.260044642857
2016-06-15 16:21:49.090909184-04:00,2016,6,10412.90957919034
2016-07-16 08:24:00-04:00,2016,7,10685.194970703125
2016-08-15 15:39:07.826086912-04:00,2016,8,10789.108695652174
2016-09-16 13:42:51.428571392-04:00,2016,9,10694.39955357143
2016-10-16 05:42:51.428571392-04:00,2016,10,10576.37048921131
2016-11-14 21:31:25.714285824-05:00,2016,11,10653.353236607143
2016-12-15 13:42:51.428571392-05:00,2016,12,11085.647228422618
2017-01-16 15:36:00-05:00,2017,1,11220.745556640624
2017-02-14 00:00:00-05:00,2017,2,11417.208932976973
2017-03-16 08:41:44.347826176-04:00,2017,3,11509.82035495924
2017-04-15 13:53:41.052631552-04:00,2017,4,11460.686369243422
2017-05-15 01:05:27.272727296-04:00,2017,5,11570.12548828125
2017-06-16 01:05:27.272727296-04:00,2017,6,11737.05411044034
2017-07-16 20:24:00-04:00,2017,7,11873.214990234375
2017-08-16 00:00:00-04:00,2017,8,11846.64945652174
2017-09-16 08:24:00-04:00,2017,9,12057.139013671875
2017-10-15 22:54:32.727272704-04:00,2017,10,12346.311257102272
2017-11-15 07:51:25.714285824-05:00,2017,11,12379.573288690477
2017-12-15 07:12:00-05:00,2017,12,12706.334521484376
2018-01-16 09:08:34.285714176-05:00,2018,1,13286.10142299107
2018-02-14 11:22:06.315789568-05:00,2018,2,12751.995271381578
2018-03-15 09:28:34.285714176-04:00,2018,3,12615.260974702382
2018-04-15 05:42:51.428571392-04:00,2018,4,12535.191917782739
2018-05-15 10:54:32.727272704-04:00,2018,5,12631.3623046875
2018-06-15 18:17:08.571428608-04:00,2018,6,12663.169177827382
2018-07-16 12:34:17.142857216-04:00,2018,7,12775.176664806548
2018-08-16 08:20:52.173913088-04:00,2018,8,12949.49558423913
2018-09-16 03:47:22.105263104-04:00,2018,9,13056.047337582237
2018-10-15 15:39:07.826086912-04:00,2018,10,12537.022121263586
2018-11-15 18:11:25.714285824-05:00,2018,11,12345.419456845239
2018-12-16 08:50:31.578947328-05:00,2018,12,11624.260536595395
2019-01-16 11:25:42.857142784-05:00,2019,1,11879.58384486607
2019-02-14 22:44:12.631578880-05:00,2019,2,12511.603618421053
2019-03-15 18:34:17.142857216-04:00,2019,3,12629.326078869048
2019-04-14 18:17:08.571428608-04:00,2019,4,12923.503813244048
2019-05-15 20:43:38.181818112-04:00,2019,5,12671.63818359375
2019-06-15 12:00:00-04:00,2019,6,12831.1826171875
2019-07-16 04:21:49.090909184-04:00,2019,7,13176.115367542614
2019-08-16 01:05:27.272727296-04:00,2019,8,12629.437766335228
2019-09-15 21:36:00-04:00,2019,9,13013.637548828125
2019-10-16 00:00:00-04:00,2019,10,12956.901239809782
2019-11-15 03:33:00-05:00,2019,11,13432.91142578125
2019-12-15 12:34:17.142857216-05:00,2019,12,13714.164713541666
2020-01-16 21:42:51.428571392-05:00,2020,1,13970.26720610119
2020-02-15 10:06:18.947368448-05:00,2020,2,13722.132195723685
2020-03-15 23:08:10.909090816-04:00,2020,3,10726.108220880682
2020-04-15 22:51:25.714285824-04:00,2020,4,10857.13671875
2020-05-15 07:12:00-04:00,2020,5,11278.52861328125
2020-06-14 22:54:32.727272704-04:00,2020,6,12083.005060369318
2020-07-16 22:54:32.727272704-04:00,2020,7,12293.773171164772
2020-08-16 05:42:51.428571392-04:00,2020,8,12880.78283110119
2020-09-15 17:08:34.285714176-04:00,2020,9,12794.493861607143
2020-10-16 01:05:27.272727296-04:00,2020,10,12969.732776988636
2020-11-14 16:48:00-05:00,2020,11,13668.401123046875
2020-12-15 14:10:54.545454592-05:00,2020,12,14370.375443892046
2021-01-16 10:06:18.947368448-05:00,2021,1,14835.825298108553
2021-02-13 10:06:18.947368448-05:00,2021,2,15189.239360608553
2021-03-15 16:05:13.043478272-04:00,2021,3,15478.211701766304
2021-04-16 17:08:34.285714176-04:00,2021,4,16060.345191592261
2021-05-15 12:00:00-04:00,2021,5,16381.9634765625
2021-06-15 07:38:10.909090816-04:00,2021,6,16574.03466796875
2021-07-16 13:42:51.428571392-04:00,2021,7,16519.6650390625
2021-08-15 22:54:32.727272704-04:00,2021,8,16721.35466974432
2021-09-16 03:25:42.857142784-04:00,2021,9,16546.07189360119
2021-10-15 18:17:08.571428608-04:00,2021,10,16747.65113467262
2021-11-14 11:11:25.714285824-05:00,2021,11,17079.321847098214
2021-12-16 00:00:00-05:00,2021,12,16791.885209517044
2022-01-16 04:48:00-05:00,2022,1,16863.787353515625
2022-02-13 12:37:53.684210432-05:00,2022,2,16588.695004111843
2022-03-16 00:23:28.695652096-04:00,2022,3,16331.407481317934
2022-04-15 19:12:00-04:00,2022,4,16393.947412109374
2022-05-15 06:51:25.714285824-04:00,2022,5,15394.957217261905
2022-06-15 11:25:42.857142784-04:00,2022,6,14958.374348958334
2022-07-16 08:24:00-04:00,2022,7,14681.97041015625
2022-08-15 15:39:07.826086912-04:00,2022,8,15398.624363111414
2022-09-16 13:42:51.428571392-04:00,2022,9,14416.063755580357
2022-10-16 05:42:51.428571392-04:00,2022,10,14091.564778645834
2022-11-14 21:31:25.714285824-05:00,2022,11,15153.532738095239
2022-12-15 13:42:51.428571392-05:00,2022,12,15293.81384858631
